"OccNonMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_NonMet","Employee_PCT_NonMet","Jobs_1000_NonMet","Loc_Quotient_NonMet","H_Mean_NonMet","A_Mean_NonMet","Mean_PCT_NonMet","H_PCT10_NonMet","H_PCT25_NonMet","H_Median_NonMet","H_PCT75_NonMet","H_PCT90_NonMet","A_PCT10_NonMet","A_PCT25_NonMet","A_Median_NonMet","A_PCT75_NonMet","A_PCT90_NonMet","Annual_NonMet","Hourly_NonMet"
44342,Eastern Washington nonmetropolitan area,WA,Miscellaneous Assemblers and Fabricators,detailed,320,21.80,3.41,0.36,19.42,40390.00,2.30,14.45,16.83,18.08,21.54,25.82,30050.00,35000.00,37600.00,44800.00,53700.00,"",""
44343,Eastern Washington nonmetropolitan area,WA,Bakers,detailed,140,17.60,1.52,1.18,16.42,34150.00,1.90,14.13,14.31,16.49,17.78,18.11,29380.00,29750.00,34300.00,36990.00,37680.00,"",""
44344,Eastern Washington nonmetropolitan area,WA,Butchers and Meat Cutters,detailed,140,10.10,1.47,1.42,18.51,38490.00,2.50,13.98,14.46,17.59,22.10,22.71,29090.00,30070.00,36590.00,45970.00,47250.00,"",""
44345,Eastern Washington nonmetropolitan area,WA,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,120,37.80,1.23,8.21,16.01,33310.00,9.70,14.44,14.44,14.44,17.48,18.05,30030.00,30030.00,30030.00,36360.00,37550.00,"",""
44346,Eastern Washington nonmetropolitan area,WA,Food Batchmakers,detailed,110,13.20,1.19,1.08,18.70,38900.00,1.30,14.24,16.72,17.63,22.23,22.42,29610.00,34780.00,36670.00,46230.00,46640.00,"",""
44347,Eastern Washington nonmetropolitan area,WA,Food Cooking Machine Operators and Tenders,detailed,50,7.10,0.54,2.84,19.93,41450.00,1.90,13.72,17.92,21.86,22.45,22.93,28540.00,37270.00,45480.00,46690.00,47700.00,"",""
44348,Eastern Washington nonmetropolitan area,WA,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,40,20.70,0.48,0.99,17.12,35610.00,3.40,14.56,14.56,17.92,17.92,21.64,30280.00,30280.00,37270.00,37270.00,45000.00,"",""
44349,Eastern Washington nonmetropolitan area,WA,Machinists,detailed,180,13.60,1.90,0.80,27.31,56800.00,6.80,18.08,21.04,26.66,29.51,37.62,37610.00,43760.00,55450.00,61370.00,78260.00,"",""
44350,Eastern Washington nonmetropolitan area,WA,"Welders, Cutters, Solderers, and Brazers",detailed,160,12.10,1.74,0.62,24.80,51580.00,2.20,17.71,20.88,23.30,27.70,29.68,36830.00,43430.00,48460.00,57610.00,61740.00,"",""
44351,Eastern Washington nonmetropolitan area,WA,Printing Press Operators,detailed,50,7.90,0.48,0.47,19.44,40440.00,2.00,14.45,15.79,18.17,22.55,23.62,30060.00,32840.00,37800.00,46900.00,49130.00,"",""
44352,Eastern Washington nonmetropolitan area,WA,Laundry and Dry-Cleaning Workers,detailed,80,11.80,0.82,0.74,15.96,33190.00,1.80,14.21,14.29,14.52,17.38,18.12,29550.00,29710.00,30190.00,36160.00,37680.00,"",""
44353,Eastern Washington nonmetropolitan area,WA,Sewing Machine Operators,detailed,70,13.30,0.70,0.85,17.34,36080.00,2.40,14.04,15.73,16.93,18.18,21.91,29210.00,32720.00,35210.00,37820.00,45570.00,"",""
44354,Eastern Washington nonmetropolitan area,WA,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,50,15.70,0.49,1.51,18.90,39300.00,4.10,13.83,16.98,18.13,22.32,22.93,28770.00,35330.00,37710.00,46420.00,47700.00,"",""
44355,Eastern Washington nonmetropolitan area,WA,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,110,16.00,1.18,2.48,18.15,37760.00,4.20,14.51,17.10,17.86,17.92,22.67,30170.00,35560.00,37150.00,37270.00,47160.00,"",""
44356,Eastern Washington nonmetropolitan area,WA,Power Distributors and Dispatchers,detailed,70,5.90,0.79,11.56,51.22,106530.00,3.30,42.03,49.44,49.64,58.42,63.20,87420.00,102840.00,103250.00,121510.00,131460.00,"",""
44357,Eastern Washington nonmetropolitan area,WA,Water and Wastewater Treatment Plant and System Operators,detailed,130,18.50,1.38,1.61,28.07,58380.00,4.90,18.23,23.14,28.78,29.86,36.75,37920.00,48130.00,59860.00,62110.00,76440.00,"",""
44358,Eastern Washington nonmetropolitan area,WA,Chemical Equipment Operators and Tenders,detailed,80,5.20,0.87,1.15,25.53,53090.00,2.10,18.30,18.30,23.24,29.61,37.80,38050.00,38050.00,48340.00,61590.00,78620.00,"",""
44359,Eastern Washington nonmetropolitan area,WA,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,120,7.60,1.30,3.76,25.15,52300.00,2.40,14.71,18.20,22.83,29.61,36.25,30600.00,37850.00,47480.00,61590.00,75410.00,"",""
44360,Eastern Washington nonmetropolitan area,WA,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,40,14.70,0.39,1.71,21.32,44350.00,3.30,17.48,18.09,22.05,22.93,27.59,36360.00,37630.00,45870.00,47700.00,57390.00,"",""
44361,Eastern Washington nonmetropolitan area,WA,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,120,19.90,1.32,1.71,20.24,42100.00,2.40,17.31,17.43,18.09,22.01,27.82,36010.00,36260.00,37630.00,45780.00,57870.00,"",""
44362,Eastern Washington nonmetropolitan area,WA,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,70,14.10,0.72,1.81,19.03,39590.00,2.30,17.69,18.13,18.13,18.45,22.43,36800.00,37710.00,37710.00,38370.00,46650.00,"",""
44363,Eastern Washington nonmetropolitan area,WA,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,40,25.20,0.38,0.96,21.32,44340.00,7.60,17.48,18.12,18.13,27.97,27.97,36360.00,37680.00,37710.00,58180.00,58180.00,"",""
44364,Eastern Washington nonmetropolitan area,WA,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,420,10.10,4.46,1.14,21.57,44860.00,2.90,14.56,16.78,18.13,23.43,29.77,30280.00,34890.00,37710.00,48740.00,61920.00,"",""
44365,Eastern Washington nonmetropolitan area,WA,Packaging and Filling Machine Operators and Tenders,detailed,670,8.80,7.12,2.80,17.50,36400.00,1.30,14.28,14.56,17.63,18.45,22.54,29710.00,30280.00,36670.00,38370.00,46890.00,"",""
44366,Eastern Washington nonmetropolitan area,WA,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,40,12.80,0.41,0.40,22.46,46710.00,3.00,14.35,17.48,21.64,22.71,37.14,29840.00,36360.00,45010.00,47240.00,77250.00,"",""
44367,Eastern Washington nonmetropolitan area,WA,Computer Numerically Controlled Tool Programmers,detailed,40,48.40,0.43,2.32,32.26,67100.00,2.20,23.13,23.13,37.69,37.69,38.82,48110.00,48110.00,78390.00,78390.00,80740.00,"",""
44368,Eastern Washington nonmetropolitan area,WA,Helpers--Production Workers,detailed,80,23.90,0.88,0.61,15.97,33230.00,2.00,14.09,14.09,17.23,17.85,17.85,29310.00,29310.00,35840.00,37120.00,37120.00,"",""
44369,Eastern Washington nonmetropolitan area,WA,Transportation and Material Moving Occupations,major,9360,2.80,99.39,1.11,20.73,43110.00,0.90,14.35,14.49,18.09,23.17,30.77,29850.00,30140.00,37620.00,48180.00,64000.00,"",""
44370,Eastern Washington nonmetropolitan area,WA,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,650,4.50,6.86,1.76,30.70,63860.00,1.60,18.42,22.62,29.04,38.29,48.67,38300.00,47040.00,60390.00,79650.00,101230.00,"",""
44371,Eastern Washington nonmetropolitan area,WA,Driver/Sales Workers,detailed,320,20.30,3.36,0.99,16.20,33700.00,3.20,13.69,13.92,14.38,17.31,22.90,28480.00,28950.00,29900.00,35990.00,47630.00,"",""
44372,Eastern Washington nonmetropolitan area,WA,Heavy and Tractor-Trailer Truck Drivers,detailed,1710,3.10,18.16,1.34,25.86,53790.00,1.40,18.35,21.01,23.64,29.64,36.25,38160.00,43690.00,49160.00,61640.00,75410.00,"",""
44373,Eastern Washington nonmetropolitan area,WA,Light Truck Drivers,detailed,640,5.10,6.80,0.95,20.61,42870.00,2.80,14.37,14.88,18.09,22.97,29.75,29900.00,30960.00,37620.00,47780.00,61870.00,"",""
44374,Eastern Washington nonmetropolitan area,WA,"Bus Drivers, School",detailed,520,8.50,5.55,2.16,22.44,46680.00,1.90,17.75,20.97,22.96,23.46,26.86,36930.00,43620.00,47750.00,48800.00,55870.00,"",""
44375,Eastern Washington nonmetropolitan area,WA,Shuttle Drivers and Chauffeurs,detailed,,,,,17.04,35450.00,16.20,14.42,14.49,14.49,18.04,21.73,30000.00,30140.00,30140.00,37510.00,45190.00,"",""
44376,Eastern Washington nonmetropolitan area,WA,"Motor Vehicle Operators, All Other",detailed,40,33.70,0.47,1.36,16.32,33940.00,4.10,14.31,14.76,14.76,18.18,18.18,29760.00,30710.00,30710.00,37810.00,37810.00,"",""
44377,Eastern Washington nonmetropolitan area,WA,Automotive and Watercraft Service Attendants,detailed,130,11.40,1.33,1.69,15.12,31450.00,1.70,14.09,14.16,14.49,14.76,17.51,29310.00,29450.00,30140.00,30710.00,36420.00,"",""
44378,Eastern Washington nonmetropolitan area,WA,Industrial Truck and Tractor Operators,detailed,750,9.00,8.01,1.49,17.97,37370.00,0.90,14.79,17.48,17.74,18.21,18.74,30750.00,36360.00,36900.00,37880.00,38980.00,"",""
44379,Eastern Washington nonmetropolitan area,WA,Cleaners of Vehicles and Equipment,detailed,200,3.90,2.10,0.84,16.74,34820.00,0.90,14.13,14.49,17.26,17.87,18.24,29380.00,30130.00,35910.00,37160.00,37950.00,"",""
44380,Eastern Washington nonmetropolitan area,WA,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,1330,6.60,14.14,0.73,17.98,37400.00,1.00,14.21,14.58,17.48,18.49,22.76,29560.00,30330.00,36360.00,38460.00,47340.00,"",""
44381,Eastern Washington nonmetropolitan area,WA,Machine Feeders and Offbearers,detailed,40,27.80,0.43,1.00,16.27,33840.00,3.60,14.64,14.65,14.88,17.94,18.45,30450.00,30460.00,30960.00,37320.00,38380.00,"",""
44382,Eastern Washington nonmetropolitan area,WA,"Packers and Packagers, Hand",detailed,1190,10.40,12.61,3.04,14.61,30400.00,0.60,14.09,14.41,14.45,14.46,14.65,29300.00,29970.00,30060.00,30090.00,30470.00,"",""
44383,Eastern Washington nonmetropolitan area,WA,Stockers and Order Fillers,detailed,1190,3.00,12.64,0.73,16.15,33580.00,1.00,14.07,14.42,14.76,17.29,20.71,29270.00,30000.00,30710.00,35950.00,43070.00,"",""
44384,Eastern Washington nonmetropolitan area,WA,Refuse and Recyclable Material Collectors,detailed,140,11.20,1.49,1.66,21.80,45350.00,3.50,14.45,17.98,22.37,23.55,30.57,30060.00,37390.00,46530.00,48970.00,63590.00,"",""
